Wall time,Step,Value
1588115911.3034396,167071,0.004648758564144373
1588116031.3449414,167637,0.010438801720738411
1588116151.3121705,168207,0.07567846029996872
1588116271.308072,168779,0.009738714434206486
1588116391.3495164,169345,0.010808160528540611
1588116511.3531597,169914,0.02441546693444252
1588116631.3327641,170485,0.004201273899525404
1588116751.3416603,171057,0.09544137120246887
1588116871.310255,171630,0.0050587402656674385
1588116991.3159075,172203,0.005388541612774134
1588117111.3178868,172774,0.00722165685147047
1588117231.3642716,173349,0.031332727521657944
1588117351.4070234,173919,0.0035418656188994646
1588117471.385574,174485,0.012056330218911171
1588117591.3009474,175056,0.0025067669339478016
1588117711.32581,175626,0.05803605169057846
1588117831.364889,176196,0.015226490795612335
1588117951.3359375,176763,0.0024568699300289154
1588118071.3070016,177334,0.02941414900124073
1588118191.3083787,177900,0.025482870638370514
1588118311.2873893,178466,0.005838419310748577
1588118431.2737217,179030,0.004987251479178667
1588118551.2647173,179597,0.06624729186296463
1588118671.2697797,180160,0.007293879520148039
1588118791.305675,180727,0.00300037139095366
1588118911.3129218,181294,0.015689361840486526
1588119031.3328538,181860,0.020816251635551453
1588119151.2919407,182425,0.0034616347402334213
1588119271.3066597,182993,0.009958682581782341
1588119391.3061674,183563,0.006453801412135363
1588119511.2690992,184130,0.005354219116270542
1588119631.3645732,184694,0.006385609041899443
1588119751.2677271,185257,0.031362563371658325
1588119871.328086,185817,0.018758153542876244
1588119991.2701583,186381,0.007335339672863483
1588120111.2800183,186940,0.005575329996645451
1588120231.3283584,187501,0.006363812368363142
1588120351.279577,188062,0.025633033365011215
1588120471.3098357,188623,0.002876795595511794
1588120591.3074272,189189,0.012305786833167076
1588120711.296041,189752,0.006936316378414631
1588120831.3307405,190318,0.0032360537443310022
1588120951.3017907,190883,0.005625751800835133
1588121071.2905188,191455,0.0037716315127909184
1588121191.349182,192024,0.04442370682954788
1588121311.2782614,192588,0.00492154061794281
1588121431.304783,193148,0.010451997630298138
1588121551.32354,193713,0.03395668789744377
1588121671.2873054,194278,0.007792024873197079
1588121791.3301466,194838,0.012191763147711754
1588121911.333461,195394,0.003446966875344515
1588122031.3098223,195959,0.00769974198192358
1588122151.586093,196522,0.0024988893419504166
1588122271.3275504,197084,0.002160316798835993
1588122391.294133,197651,0.008290531113743782
1588122511.305322,198214,0.011373068206012249
1588122631.2783365,198776,0.0026440953370183706
1588122751.3007276,199337,0.025699390098452568
1588122871.3019457,199901,0.030525067821145058
